PF18052	13
SSF52047	11
PF00560	11
PF08263	11
PF12799	11
PF13516	11
PF13855	11
PF14580	11
SSF52058	11
SSF52540	7
PF00931	7
PF05659	5
PF01582	3
PF13676	3
SSF52200	3
SSF56112	17
PF00069	17
PF07714	17
PF00646	32
PF12937	32
